trade_date,universe_count,advance_count,decline_count,flat_count,adv_ratio_1d,adv_ratio_5d,ma20_eligible,above_ma20_count,above_ma20_ratio,ma60_eligible,above_ma60_count,above_ma60_ratio,ret20_eligible,positive_ret20_count,positive_ret20_ratio
20230103,5062,4273,705,84,0.84413275,0.84413275,0,0,0.0,0,0,0.0,0,0,0.0
20230104,5064,2895,1938,231,0.57168246,0.70790761,0,0,0.0,0,0,0.0,0,0,0.0
20230105,5064,3015,1786,263,0.59537915,0.67039812,0,0,0.0,0,0,0.0,0,0,0.0
20230106,5064,1875,2995,194,0.37026066,0.59536376,0,0,0.0,0,0,0.0,0,0,0.0
20230109,5061,2969,1787,305,0.58664296,0.5936196,0,0,0.0,0,0,0.0,0,0,0.0
20230110,5065,1787,3133,145,0.35281343,0.49535573,0,0,0.0,0,0,0.0,0,0,0.0
20230111,5066,1038,3891,137,0.20489538,0.42199831,0,0,0.0,0,0,0.0,0,0,0.0
20230112,5062,2259,2538,265,0.4462663,0.39217574,0,0,0.0,0,0,0.0,0,0,0.0
20230113,5063,2912,1938,213,0.57515307,0.43315423,0,0,0.0,0,0,0.0,0,0,0.0
20230116,5064,3882,1035,147,0.76658768,0.46914317,0,0,0.0,0,0,0.0,0,0,0.0
20230117,5062,1963,2875,224,0.38779139,0.47613876,0,0,0.0,0,0,0.0,0,0,0.0
20230118,5064,3069,1735,260,0.60604265,0.55636822,0,0,0.0,0,0,0.0,0,0,0.0
20230119,5065,3406,1433,226,0.67245805,0.60160657,0,0,0.0,0,0,0.0,0,0,0.0
20230120,5066,3816,1132,118,0.75325701,0.63722735,0,0,0.0,0,0,0.0,0,0,0.0
20230130,5066,3824,1114,128,0.75483616,0.63487705,0,0,0.0,0,0,0.0,0,0,0.0
20230131,5065,2980,1906,179,0.58835143,0.67498906,0,0,0.0,0,0,0.0,0,0,0.0
20230201,5067,4361,610,96,0.86066706,0.72591394,0,0,0.0,0,0,0.0,0,0,0.0
20230202,5071,2316,2571,184,0.45671465,0.68276526,0,0,0.0,0,0,0.0,0,0,0.0
20230203,5068,1902,2997,169,0.37529597,0.60717306,0,0,0.0,0,0,0.0,0,0,0.0
20230206,5070,1838,3013,219,0.36252465,0.52871075,5037,4254,0.84455033,0,0,0.0,0,0,0.0
20230207,5072,3380,1504,188,0.66640379,0.54432123,5044,4276,0.84773989,0,0,0.0,5037,4301,0.85388128
20230208,5072,1384,3539,149,0.27287066,0.42676195,5041,4083,0.80995834,0,0,0.0,5041,4143,0.82186074
20230209,5076,4215,719,142,0.83037825,0.50149467,5043,4333,0.85921079,0,0,0.0,5041,4259,0.84487205
20230210,5077,2192,2643,242,0.43175103,0.51278568,5043,4242,0.84116597,0,0,0.0,5043,4337,0.86000397
20230213,5078,3510,1346,222,0.69121701,0.57852415,5052,4453,0.8814331,0,0,0.0,5043,4426,0.87765219
20230214,5078,2255,2587,236,0.44407247,0.53405789,5052,4405,0.87193191,0,0,0.0,5051,4459,0.88279549
20230215,5079,2168,2750,161,0.42685568,0.56485489,5052,4189,0.82917656,0,0,0.0,5052,4467,0.88420428
20230216,5084,508,4532,44,0.09992132,0.4187635,5053,3008,0.59528993,0,0,0.0,5053,4239,0.83890758
20230217,5086,1894,2968,224,0.37239481,0.40689226,5053,2611,0.51672274,0,0,0.0,5053,4067,0.8048684
20230220,5089,3999,977,113,0.78581254,0.42581136,5064,3259,0.6435624,0,0,0.0,5054,4098,0.8108429
20230221,5090,2940,1927,223,0.57760314,0.4525175,5065,3330,0.65745311,0,0,0.0,5063,4177,0.82500494
20230222,5092,2256,2591,245,0.44304792,0.45575595,5068,3172,0.62588792,0,0,0.0,5065,4144,0.81816387
20230223,5092,1845,3018,229,0.36233307,0.5082383,5067,2867,0.56581804,0,0,0.0,5067,4031,0.79553977
20230224,5091,1767,3093,231,0.34708309,0.50317595,5068,2534,0.5,0,0,0.0,5066,3764,0.7429925
20230227,5091,1057,3916,118,0.20762129,0.3875377,5068,1807,0.35655091,0,0,0.0,5067,3152,0.62206434
20230228,5093,3824,1133,136,0.75083448,0.42218397,5070,2351,0.46370809,0,0,0.0,5069,3250,0.6411521
20230301,5095,3479,1392,224,0.6828263,0.47013965,5070,2931,0.57810651,0,0,0.0,5069,3048,0.60130203
20230302,5097,1711,3183,203,0.33568766,0.46481056,5072,2700,0.53233438,0,0,0.0,5072,2877,0.56723186
20230303,5098,2225,2649,224,0.43644566,0.48268308,5072,2607,0.51399842,0,0,0.0,5071,2942,0.5801617
20230306,5099,2317,2588,194,0.45440282,0.53203939,5072,2512,0.49526814,0,0,0.0,5072,3003,0.59207413
20230307,5100,445,4604,51,0.0872549,0.39932347,5074,1411,0.27808435,0,0,0.0,5072,1982,0.39077287
20230308,5101,3569,1342,190,0.69966673,0.40269156,5076,1705,0.33589441,0,0,0.0,5073,2461,0.48511729
20230309,5102,2357,2547,198,0.4619757,0.42794916,5076,1907,0.37568952,0,0,0.0,5075,2164,0.42640394
20230310,5104,746,4294,64,0.14615987,0.36989201,5076,1392,0.27423168,0,0,0.0,5076,1686,0.3321513
20230313,5109,2342,2584,183,0.45840673,0.37069279,5080,1503,0.29586614,0,0,0.0,5079,1505,0.29631817
20230314,5111,963,4076,72,0.18841714,0.39092524,5081,1216,0.23932297,0,0,0.0,5081,1274,0.25073804
20230315,5114,3570,1417,127,0.69808369,0.39060863,5085,1538,0.30245821,0,0,0.0,5081,1371,0.26982877
20230316,5114,687,4355,72,0.13433711,0.32508091,5086,1105,0.21726308,0,0,0.0,5084,1532,0.30133753
20230317,5115,3220,1697,198,0.62952102,0.42175314,5086,1388,0.27290602,0,0,0.0,5085,1818,0.35752212
20230320,5115,1893,3113,109,0.37008798,0.40408939,5086,1294,0.25442391,0,0,0.0,5084,1503,0.29563336
20230321,5118,4173,815,130,0.81535756,0.52947747,5089,1733,0.34053842,0,0,0.0,5087,1691,0.33241596
20230322,5117,3121,1777,219,0.60992769,0.51184627,5089,2070,0.40675968,0,0,0.0,5088,1836,0.36084906
20230323,5120,2040,2851,229,0.3984375,0.56466635,5091,2115,0.41543901,0,0,0.0,5091,1852,0.36377922
20230324,5121,2385,2536,200,0.46572935,0.53190802,5093,2183,0.42862753,0,0,0.0,5092,1954,0.3837392
20230327,5123,1986,2999,138,0.38766348,0.53542312,5094,2135,0.41912053,0,0,0.0,5093,2081,0.40860004
20230328,5124,1399,3591,134,0.27302888,0.42695738,5098,1929,0.37838368,0,0,0.0,5094,1722,0.33804476
20230329,5127,1582,3410,135,0.30856251,0.36668434,5098,1791,0.35131424,0,0,0.0,5098,1453,0.28501373
20230330,5127,1933,3037,157,0.3770236,0.36240156,5099,1677,0.32888802,0,0,0.0,5097,1413,0.2772219
20230331,5127,3512,1419,196,0.68500098,0.40625589,5099,2074,0.40674642,0,0,0.0,5098,1592,0.31227933
20230403,5129,3355,1591,183,0.65412361,0.45954792,5100,2443,0.47901961,5011,2347,0.46836959,5099,1702,0.33379094
20230404,5134,1370,3628,136,0.26684846,0.45831183,5103,2076,0.40681952,5023,2125,0.42305395,5101,1994,0.39090374
20230406,5134,2040,2967,127,0.39735099,0.47606953,5104,1994,0.39067398,5025,2066,0.41114428,5102,1790,0.35084281
20230407,5133,3477,1459,197,0.67738165,0.53614114,5104,2422,0.47452978,5026,2242,0.44608038,5102,1945,0.38122305
20230410,5143,1296,3743,104,0.251993,0.44953954,5106,2030,0.39757148,5028,2042,0.4061257,5104,2036,0.39890282
20230411,5144,2348,2600,196,0.45645412,0.41000564,5108,2053,0.40191856,5043,2035,0.40352965,5107,1990,0.38966125
20230412,5143,3163,1805,175,0.61501069,0.47963809,5110,2327,0.4553816,5044,2123,0.42089611,5107,2427,0.47523008
20230413,5145,1872,3090,183,0.3638484,0.47293757,5112,2165,0.4235133,5047,2058,0.40776699,5111,2102,0.41126981
20230414,5143,2737,2183,223,0.53217966,0.44389717,5112,2292,0.44835681,5046,2080,0.41220769,5110,2604,0.50958904
20230417,5145,2761,2196,188,0.53663751,0.50082608,5114,2347,0.45893625,5046,2135,0.42310741,5112,2562,0.50117371
20230418,5152,1498,3510,144,0.29076087,0.46768743,5118,2078,0.40601798,5060,1986,0.39249012,5116,2548,0.49804535
20230419,5152,1604,3378,170,0.3113354,0.40695237,5116,1870,0.36551994,5060,1877,0.37094862,5116,2017,0.39425332
20230420,5155,1615,3426,114,0.31328807,0.3968403,5119,1717,0.33541707,5065,1773,0.35004936,5118,1779,0.34759672
20230421,5154,582,4524,48,0.112922,0.31298877,5117,1141,0.22298222,5063,1330,0.2626901,5117,1320,0.25796365
20230424,5155,2047,2941,167,0.3970902,0.28507931,5116,1058,0.20680219,5063,1257,0.24827178,5115,1265,0.24731183
20230425,5156,851,4231,74,0.16505043,0.25993722,5116,858,0.16770915,5063,1047,0.20679439,5115,1100,0.21505376
20230426,5148,3503,1556,89,0.68045843,0.33376183,5111,1013,0.19819996,5056,1084,0.21439873,5108,1248,0.24432263
20230427,5144,2611,2340,193,0.50758165,0.37262054,5108,1145,0.22415818,5053,1138,0.22521274,5107,1392,0.27256706
20230428,5131,3997,1060,74,0.77899045,0.50583423,5095,1634,0.32070658,5039,1377,0.27326851,5094,1662,0.3262662
20230504,5095,2997,1990,108,0.58822375,0.54406094,5061,2045,0.40407034,5004,1504,0.30055955,5059,1675,0.3310931
20230505,5135,1556,3455,124,0.3030185,0.57165456,5103,1912,0.37468156,5042,1476,0.29274098,5099,1549,0.30378506
20230508,5136,3001,1935,200,0.58430685,0.55242424,5104,2097,0.41085423,5044,1600,0.31720856,5103,1826,0.35782873
20230509,5134,838,4199,97,0.16322556,0.48355302,5102,1777,0.34829479,5043,1394,0.27642276,5101,1633,0.32013331
20230510,5136,2945,2003,188,0.57340343,0.44243562,5112,1913,0.37421753,5044,1446,0.28667724,5102,1540,0.30184241
20230511,5139,3198,1782,159,0.62230006,0.44925088,5114,2159,0.42217442,5046,1548,0.30677765,5114,1844,0.3605788
20230512,5142,1209,3791,142,0.23512252,0.43567168,5115,1931,0.37751711,5049,1481,0.29332541,5115,1733,0.33880743
20230515,5143,3502,1452,189,0.68092553,0.45499542,5116,2202,0.43041439,5049,1574,0.3117449,5115,1787,0.34936461
20230516,5148,1460,3568,120,0.28360528,0.47907136,5119,2040,0.39851534,5056,1497,0.29608386,5119,1712,0.33444032
20230517,5151,3572,1423,156,0.69345758,0.50308219,5123,2444,0.47706422,5060,1655,0.3270751,5121,1805,0.35247022
20230518,5154,2531,2396,227,0.49107489,0.47683716,5128,2660,0.51872075,5061,1766,0.3489429,5123,1789,0.34920945
20230519,5157,2510,2480,167,0.48671708,0.52715607,5130,2818,0.54931774,5063,1774,0.35038515,5128,1909,0.37226989
20230522,5158,2938,2035,185,0.56960062,0.50489109,5130,3088,0.60194932,5064,1868,0.36887836,5129,2159,0.42093975
20230523,5160,1242,3801,117,0.24069767,0.49630957,5131,2829,0.55135451,5065,1707,0.33701876,5130,2154,0.41988304
20230524,5162,2043,2911,208,0.39577683,0.43677342,5135,2720,0.52969815,5066,1674,0.33043822,5132,2626,0.51169135
20230525,5163,2068,2882,213,0.40054232,0.41866691,5136,2624,0.51090343,5066,1702,0.33596526,5134,2717,0.52921698
20230526,5163,2909,2060,194,0.56343211,0.43400991,5134,2753,0.53622906,5065,1828,0.36090819,5134,3281,0.63907285
20230529,5159,1664,3375,120,0.32254313,0.38459841,5130,2468,0.48109162,5064,1769,0.34932859,5130,2984,0.58167641
20230530,5161,2864,2092,205,0.55493121,0.44744512,5131,2518,0.49074255,5065,1860,0.36722606,5131,3047,0.59384136
20230531,5164,1874,3124,166,0.36289698,0.44086915,5133,2341,0.45606858,5069,1848,0.36456895,5133,2499,0.4868498
20230601,5166,2632,2329,205,0.50948509,0.46265771,5134,2415,0.47039346,5069,1885,0.37186822,5132,2377,0.46317225
20230602,5168,3401,1599,168,0.65808824,0.48158893,5135,2845,0.5540409,5070,2059,0.4061144,5134,2794,0.54421504
20230605,5168,2665,2281,222,0.51567337,0.52021498,5135,3007,0.58558909,5071,2180,0.42989548,5134,2695,0.52493183
20230606,5169,581,4528,60,0.11240085,0.43170891,5136,1802,0.3508567,5072,1673,0.32985016,5134,2524,0.49162446
20230607,5169,2763,2221,185,0.53453279,0.46603607,5137,1985,0.3864123,5074,1787,0.35218762,5136,2395,0.4663162
20230608,5171,1780,3229,162,0.34422742,0.43298453,5139,1850,0.35999222,5076,1719,0.33865248,5137,2073,0.40354292
20230609,5175,2743,2237,195,0.53004831,0.40737655,5141,1946,0.37852558,5078,1833,0.36096889,5140,2415,0.46984436
20230612,5177,2973,2033,171,0.57427081,0.41909604,5144,2311,0.44926128,5082,1985,0.39059425,5142,2364,0.45974329
20230613,5177,2672,2262,243,0.51612903,0.49984167,5145,2453,0.47677357,5083,2139,0.42081448,5144,2634,0.51205288
20230614,5175,2169,2792,214,0.41913043,0.4767612,5145,2441,0.47444121,5082,2143,0.42168438,5142,2393,0.46538312
20230615,5178,2729,2242,207,0.52703747,0.51332321,5150,2653,0.51514563,5086,2207,0.4339363,5147,2448,0.47561686
20230616,5176,3095,1831,250,0.59795209,0.52690397,5149,2996,0.58186056,5085,2353,0.46273353,5147,2548,0.49504566
20230619,5182,1977,3087,118,0.38151293,0.48835239,5155,2723,0.52822502,5089,2287,0.44940067,5153,2283,0.44304289
20230620,5184,1529,3546,109,0.29494599,0.44411578,5157,2461,0.47721544,5090,2165,0.42534381,5155,2382,0.46207565
20230621,5189,946,4138,105,0.18230873,0.39675144,5160,1874,0.36317829,5091,1859,0.36515419,5158,2130,0.41295076
20230626,5189,925,4195,69,0.17826171,0.32699629,5162,1348,0.26113909,5092,1477,0.29006284,5160,1732,0.33565891
20230627,5192,4319,806,67,0.8318567,0.37377721,5160,1998,0.3872093,5091,1863,0.36593989,5160,2126,0.4120155
20230628,5198,2175,2813,210,0.41843017,0.38116066,5164,2069,0.4006584,5097,1875,0.36786345,5163,2224,0.43075731
20230629,5200,3350,1667,183,0.64423077,0.45101761,5165,2499,0.48383349,5098,2159,0.42349941,5164,2407,0.46611154
20230630,5205,3939,1114,152,0.75677233,0.56591034,5169,3114,0.60243761,5100,2474,0.48509804,5166,2925,0.56620209
20230703,5206,3170,1872,164,0.60891279,0.65204055,5170,3504,0.67775629,5101,2643,0.5181337,5168,3077,0.59539474
20230704,5207,3012,1938,257,0.57845208,0.60135963,5171,3627,0.70141172,5105,2793,0.54711068,5170,2915,0.56382979
20230705,5208,1410,3581,217,0.27073733,0.57182106,5173,3436,0.66421806,5106,2681,0.52506855,5171,2680,0.518275
20230706,5206,2040,2901,265,0.39185555,0.52134602,5171,3262,0.63082576,5105,2658,0.52066601,5171,3256,0.62966544
20230707,5209,1821,3154,234,0.34958725,0.439909,5174,3095,0.59818322,5116,2577,0.50371384,5172,3096,0.59860789
20230710,5210,2521,2423,266,0.48387716,0.41490187,5175,3150,0.60869565,5114,2645,0.51720767,5172,3180,0.61484919
20230711,5209,3574,1407,228,0.68612018,0.43643549,5175,3472,0.67091787,5113,2835,0.554469,5174,3332,0.64398918
20230712,5212,900,4217,95,0.17267843,0.41682371,5173,2847,0.55035763,5112,2567,0.5021518,5173,2925,0.56543592
20230713,5211,3926,1123,162,0.75340626,0.48913386,5172,3307,0.63940449,5110,2860,0.55968689,5171,3190,0.61690195
20230714,5212,2146,2828,238,0.41174213,0.50156483,5173,3147,0.60835105,5112,2859,0.5592723,5172,3121,0.60344161
20230717,5215,2076,2908,231,0.39808245,0.48440589,5174,2923,0.56494009,5117,2814,0.5499316,5173,2947,0.56968877
20230718,5215,2547,2440,228,0.48839885,0.44486163,5175,2989,0.57758454,5118,2882,0.56311059,5173,2816,0.54436497
20230719,5220,2166,2828,226,0.41494253,0.49331444,5178,2858,0.55195056,5120,2898,0.56601563,5176,2898,0.55989181
20230720,5223,1017,4050,156,0.19471568,0.38157633,5182,2353,0.45407179,5121,2599,0.50751806,5178,2760,0.53302433
20230721,5223,2164,2814,245,0.41432127,0.38209216,5181,2252,0.43466512,5123,2547,0.49716963,5181,2985,0.5761436
20230724,5224,2457,2550,217,0.47032925,0.39654152,5185,2114,0.40771456,5124,2515,0.49082748,5180,3293,0.63571429
20230725,5227,4415,716,96,0.84465276,0.4677923,5189,2869,0.55290037,5125,3057,0.5964878,5186,3328,0.64172773
20230726,5231,2127,2945,159,0.40661441,0.46612668,5192,2584,0.49768875,5126,2905,0.56671869,5190,3226,0.62157996
20230727,5231,1321,3700,210,0.25253298,0.47769014,5195,2289,0.44061598,5125,2740,0.53463415,5191,2837,0.54652283
20230728,5233,3644,1438,151,0.69635009,0.5340959,5198,2568,0.49403617,5126,2909,0.56749902,5196,2726,0.52463433
20230731,5233,3658,1451,124,0.69902542,0.57983513,5199,2860,0.55010579,5128,3074,0.59945398,5198,2773,0.53347441
20230801,5234,1946,3070,218,0.37179977,0.48526453,5199,2787,0.53606463,5128,3002,0.58541342,5198,2565,0.49345902
20230802,5233,2073,2922,238,0.39613988,0.48316963,5198,2692,0.5178915,5128,2923,0.5700078,5198,2581,0.49653713
20230803,5236,2086,2929,221,0.39839572,0.51234218,5201,2580,0.49605845,5131,2870,0.55934516,5199,2598,0.49971148
20230804,5237,2301,2727,209,0.43937369,0.4609469,5204,2562,0.4923136,5132,2893,0.56371785,5201,2648,0.50913286
20230807,5238,1488,3594,156,0.28407789,0.37795739,5204,2239,0.43024596,5134,2640,0.51421893,5204,2401,0.46137586
20230808,5240,2017,3005,218,0.38492366,0.38058217,5209,2159,0.41447495,5135,2550,0.49659202,5204,2226,0.42774789
20230809,5243,1196,3896,151,0.22811368,0.34697693,5211,1723,0.33064671,5138,2299,0.44745037,5210,2321,0.44548944
20230810,5247,3042,1947,258,0.57975986,0.38324976,5213,1898,0.36408978,5140,2442,0.47509728,5212,2137,0.41001535
20230811,5248,569,4624,55,0.10842226,0.31705947,5216,1100,0.21088957,5143,1857,0.3610733,5213,1684,0.32303856
20230814,5247,2949,2089,209,0.56203545,0.37265098,5216,1177,0.22565184,5145,1902,0.3696793,5215,1784,0.34209012
20230815,5249,1477,3593,179,0.28138693,0.35194363,5220,1067,0.20440613,5147,1818,0.35321547,5216,1628,0.31211656
20230816,5252,1086,4002,164,0.20677837,0.34767657,5223,914,0.17499521,5149,1633,0.31714896,5220,1453,0.27835249
20230817,5254,3990,1102,162,0.75942139,0.38360888,5223,1224,0.23434808,5150,1912,0.37126214,5222,1905,0.36480276
20230818,5257,1065,4092,100,0.20258703,0.40244183,5225,907,0.17358852,5152,1646,0.31948758,5223,1597,0.30576297
20230821,5257,1387,3696,174,0.26383869,0.34280248,5226,803,0.1536548,5153,1503,0.29167475,5224,1433,0.27431087
20230822,5258,2568,2502,188,0.48839863,0.38420482,5229,800,0.15299292,5153,1433,0.27809043,5226,1015,0.1942212
20230823,5262,605,4581,76,0.11497529,0.36584421,5231,635,0.1213917,5155,1160,0.22502425,5230,816,0.15602294
20230824,5262,2282,2794,186,0.43367541,0.30069501,5232,626,0.11964832,5156,1066,0.20674942,5231,870,0.16631619
20230825,5263,889,4250,124,0.16891507,0.29396062,5232,478,0.09136086,5159,895,0.17348323,5232,567,0.10837156
20230828,5264,3627,1510,127,0.68901976,0.37899683,5234,704,0.13450516,5161,1158,0.22437512,5232,537,0.10263761
20230829,5263,4751,453,59,0.90271708,0.46186052,5233,1902,0.36346264,5161,1733,0.33578764,5233,1092,0.20867571
20230830,5265,3165,1972,128,0.6011396,0.55909338,5236,2388,0.45607334,5164,1873,0.36270333,5234,1325,0.25315246
20230831,5265,1796,3295,174,0.34112061,0.54058242,5237,2248,0.42925339,5164,1719,0.33288149,5236,1375,0.26260504
20230901,5266,2738,2363,165,0.51993923,0.61078726,5237,2417,0.46152377,5165,1812,0.35082285,5236,1384,0.26432391
20230904,5265,4192,992,81,0.79620133,0.63222357,5238,3353,0.64012982,5167,2284,0.442036,5236,1926,0.36783804
20230905,5268,1592,3515,161,0.30220197,0.51212055,5242,3131,0.59729111,5170,2082,0.40270793,5240,1832,0.34961832
20230906,5269,2814,2265,190,0.53406719,0.49870607,5245,3275,0.62440419,5170,2215,0.42843327,5242,2234,0.42617322
20230907,5270,478,4730,62,0.09070209,0.44862236,5246,2507,0.47788791,5171,1712,0.33107716,5245,1603,0.3056244
20230908,5271,2708,2275,288,0.51375451,0.44738542,5246,2536,0.48341594,5172,1758,0.33990719,5246,2180,0.41555471
20230911,5272,3757,1339,176,0.71263278,0.43067171,5247,3172,0.60453593,5172,2049,0.39617169,5245,2342,0.4465205
20230912,5273,2045,2925,303,0.38782477,0.44779626,5251,3205,0.61035993,5175,2001,0.38666667,5248,2507,0.47770579
20230913,5273,867,4238,168,0.16442253,0.37386733,5254,2463,0.46878569,5177,1645,0.31775159,5251,2414,0.45972196
20230914,5274,1243,3865,166,0.23568449,0.40286381,5257,2013,0.38291801,5181,1453,0.28044779,5254,1756,0.33422155
20230915,5275,2652,2373,250,0.50274882,0.40066268,5257,2159,0.41069051,5180,1506,0.29073359,5256,2211,0.4206621
20230918,5276,3397,1672,207,0.64385898,0.38690792,5258,2705,0.51445417,5185,1755,0.33847637,5257,2736,0.52044893
20230919,5276,1094,4000,182,0.20735406,0.35081378,5261,1979,0.37616423,5188,1504,0.28989977,5258,2405,0.45739825
20230920,5278,1104,3973,201,0.20917014,0.3597633,5261,1594,0.30298422,5190,1352,0.26050096,5261,2720,0.51701197
20230921,5279,1058,4021,200,0.20041675,0.35270975,5262,1114,0.21170658,5194,1147,0.22083173,5261,2485,0.47234366
20230922,5280,4617,579,84,0.87443182,0.42704635,5264,1917,0.36417173,5197,1539,0.29613238,5263,3699,0.70283108
20230925,5281,1641,3497,143,0.3107366,0.36042187,5263,1561,0.2965989,5197,1487,0.28612661,5263,3214,0.61067832
20230926,5282,1516,3539,227,0.2870125,0.37635356,5264,1353,0.25702888,5198,1345,0.25875337,5263,1933,0.36728102
20230927,5282,2935,2064,283,0.55566073,0.44565168,5264,1582,0.30053191,5198,1455,0.27991535,5264,1773,0.33681611
20230928,5282,3783,1310,189,0.71620598,0.54880953,5263,2292,0.43549306,5197,1768,0.34019627,5261,2368,0.45010454
20231009,5282,1697,3457,128,0.32127982,0.43817913,5263,1968,0.37393122,5200,1616,0.31076923,5263,1949,0.37032111
20231010,5285,1870,3176,239,0.3538316,0.44679813,5266,1834,0.34827193,5202,1578,0.30334487,5265,1446,0.27464387
20231011,5284,2517,2550,217,0.47634368,0.48466436,5265,2079,0.39487179,5205,1663,0.31950048,5264,1624,0.30851064
20231012,5285,3319,1783,183,0.62800378,0.49913297,5267,2441,0.46345168,5207,1805,0.34664874,5266,1563,0.29680972
20231013,5286,1297,3850,139,0.24536512,0.4049648,5268,2018,0.38306758,5208,1692,0.32488479,5267,1862,0.35352193
20231016,5286,1524,3566,196,0.28830874,0.39837058,5270,1734,0.32903226,5211,1578,0.30282096,5268,1653,0.31378132
20231017,5288,2194,2829,265,0.41490166,0.4105846,5270,1702,0.32296015,5212,1562,0.29969302,5270,1410,0.26755218
20231018,5287,512,4733,42,0.09684131,0.33468412,5269,1093,0.20743974,5215,1212,0.23240652,5269,1056,0.20041754
20231019,5290,1171,3936,183,0.22136106,0.25335558,5272,878,0.16654021,5220,1054,0.20191571,5271,1115,0.21153481
20231020,5291,1351,3695,245,0.25533926,0.25535041,5275,649,0.12303318,5222,859,0.16449636,5273,1011,0.19173146
20231023,5292,474,4788,30,0.08956916,0.21560249,5276,465,0.08813495,5224,678,0.1297856,5275,705,0.13364929
20231024,5291,4671,563,57,0.88281988,0.30918613,5274,789,0.14960182,5224,953,0.18242726,5274,875,0.16590823
20231025,5293,4017,1158,118,0.75892688,0.44160325,5278,1355,0.25672603,5229,1191,0.22776822,5276,1339,0.25379075
20231026,5293,2866,2208,219,0.54146987,0.50562501,5279,1540,0.29172192,5230,1309,0.25028681,5278,1564,0.29632437
20231027,5293,4048,1131,114,0.76478368,0.60751389,5279,2449,0.46391362,5231,1661,0.31753011,5279,2206,0.41788217
20231030,5294,3674,1461,159,0.6939932,0.7283987,5280,3129,0.59261364,5230,2009,0.38413002,5278,2042,0.38688897
20231031,5297,2021,3065,211,0.38153672,0.62814207,5283,2972,0.56255915,5234,1996,0.38135269,5282,2182,0.4131011
20231101,5300,2779,2289,232,0.52433962,0.58122462,5284,3107,0.58800151,5235,2132,0.40725883,5284,2463,0.46612415
20231102,5300,912,4228,160,0.17207547,0.50734574,5286,2671,0.50529701,5236,1929,0.368411,5283,2058,0.38955139
20231103,5302,3889,1200,213,0.73349679,0.50108836,5287,3372,0.63779081,5238,2225,0.42478045,5287,2059,0.38944581
20231106,5296,4656,547,93,0.87915408,0.53812054,5282,4276,0.80954184,5233,2690,0.51404548,5281,2931,0.55500852
20231107,5299,2858,2116,325,0.53934705,0.5696826,5285,4363,0.82554399,5237,2841,0.54248616,5284,3138,0.59386828
20231108,5302,2378,2733,191,0.44851,0.55451668,5287,4369,0.82636656,5241,2930,0.55905362,5287,3196,0.60450161
20231109,5301,1498,3586,217,0.28258819,0.57661922,5286,4263,0.80646992,5242,2864,0.54635635,5285,2814,0.53245033
20231110,5302,2151,2880,271,0.40569596,0.51105906,5286,4185,0.79171396,5243,2854,0.54434484,5286,3044,0.57586076
20231113,5304,3900,1243,161,0.73529412,0.48228706,5289,4478,0.84666289,5244,3192,0.60869565,5287,3665,0.69320976
20231114,5304,2992,2021,291,0.56410256,0.48723817,5289,4580,0.86594819,5246,3320,0.63286313,5289,3851,0.72811496
20231115,5303,3342,1712,249,0.63020932,0.52357803,5289,4790,0.90565324,5248,3522,0.6711128,5288,4407,0.83339637
20231116,5304,952,4181,171,0.17948718,0.50295783,5287,4448,0.84130887,5249,3271,0.62316632,5287,4473,0.84603745
20231117,5305,3713,1350,242,0.69990575,0.56179979,5288,4522,0.85514372,5252,3510,0.66831683,5287,4617,0.87327407
20231120,5307,3923,1189,195,0.73921236,0.56258343,5291,4600,0.86940087,5255,3783,0.71988582,5290,4914,0.9289225
