trade_date,universe_count,advance_count,decline_count,flat_count,adv_ratio_1d,adv_ratio_5d,ma20_eligible,above_ma20_count,above_ma20_ratio,ma60_eligible,above_ma60_count,above_ma60_ratio,ret20_eligible,positive_ret20_count,positive_ret20_ratio
20240924,5344,5168,161,15,0.96706587,0.58745825,5336,4109,0.77005247,5323,2567,0.48224685,5335,3746,0.70215558
20240925,5347,4165,1011,171,0.77894146,0.6862857,5338,4511,0.84507306,5325,2993,0.56206573,5338,3797,0.7113151
20240926,5348,5144,177,27,0.9618549,0.69894871,5338,5054,0.94679655,5325,3967,0.74497653,5337,4704,0.88139404
20240927,5348,5227,96,25,0.97737472,0.83306087,5339,5264,0.98595243,5325,4929,0.9256338,5338,5109,0.95710004
20240930,5344,5336,8,0,0.99850299,0.93674799,5335,5314,0.99606373,5322,5297,0.99530252,5335,5290,0.99156514
20241008,5341,5030,291,20,0.9417712,0.93168906,5331,5303,0.9947477,5318,5290,0.99473486,5331,5287,0.99174639
20241009,5341,295,5044,2,0.0552331,0.78694738,5333,5255,0.98537409,5318,5195,0.976871,5331,5209,0.97711499
20241010,5343,2999,2229,115,0.56129515,0.70683543,5336,5263,0.98631934,5321,5206,0.97838752,5335,5221,0.97863168
20241011,5343,441,4863,39,0.0825379,0.52786807,5335,5222,0.97881912,5320,5086,0.95601504,5335,5170,0.96907216
20241014,5345,5024,282,39,0.93994387,0.51615625,5336,5257,0.9851949,5321,5192,0.97575644,5336,5221,0.97844828
20241015,5346,802,4482,62,0.15001871,0.35780575,5337,5197,0.97376803,5322,5113,0.96072905,5337,5204,0.97507963
20241016,5348,2725,2458,165,0.50953628,0.44866638,5339,5164,0.96722233,5324,5111,0.95999249,5339,5216,0.97696198
20241017,5352,1800,3449,103,0.33632287,0.40367192,5342,5042,0.94384126,5326,5057,0.94949305,5341,5214,0.97622168
20241018,5351,5095,200,56,0.95215848,0.57759604,5341,5190,0.97172814,5325,5174,0.97164319,5341,5253,0.98352368
20241021,5351,3774,1441,136,0.70528873,0.53066501,5342,5137,0.96162486,5325,5175,0.97183099,5341,5254,0.98371092
20241022,5350,3595,1682,73,0.67196262,0.63505379,5341,5214,0.97622168,5325,5224,0.98103286,5341,5282,0.98895338
20241023,5347,2753,2423,171,0.51486815,0.63612017,5338,5209,0.97583365,5322,5226,0.98196167,5338,5281,0.98932184
20241024,5349,2141,3051,157,0.40026173,0.64890794,5339,5121,0.95916838,5322,5232,0.98308906,5338,5286,0.99025852
20241025,5349,4303,983,63,0.80444943,0.61936613,5338,5145,0.96384414,5321,5236,0.98402556,5338,5292,0.99138254
20241028,5346,4224,1073,49,0.79012346,0.63633308,5335,5131,0.96176195,5319,5248,0.98665163,5335,5307,0.99475164
20241029,5348,1063,4247,38,0.19876589,0.54169373,5336,4626,0.86694153,5319,5225,0.98232751,5335,5264,0.98669166
20241030,5346,2321,2916,109,0.43415638,0.52555138,5336,4039,0.75693403,5317,5186,0.97536205,5334,5250,0.98425197
20241031,5349,3513,1721,115,0.65675827,0.57685069,5337,4024,0.75398164,5319,5172,0.97236323,5337,5129,0.96102679
20241101,5349,976,4326,47,0.18246401,0.4524536,5337,2735,0.51246018,5320,5127,0.9637218,5337,4759,0.89169946
20241104,5350,4496,772,82,0.84037383,0.46250368,5339,3564,0.66754074,5321,5181,0.97368916,5338,3185,0.59666542
20241105,5353,5070,239,44,0.94713245,0.61217699,5342,4673,0.87476601,5324,5231,0.98253193,5342,2142,0.40097342
20241106,5354,2828,2380,146,0.52820321,0.63098636,5343,4656,0.87142055,5326,5225,0.98103643,5343,4401,0.82369455
20241107,5354,4528,792,34,0.84572282,0.66877927,5342,5017,0.93916136,5324,5255,0.98703982,5341,4763,0.89178057
20241108,5356,2222,3046,88,0.41486184,0.71525883,5345,5014,0.93807297,5326,5247,0.9851671,5344,5071,0.94891467
20241111,5352,3940,1330,82,0.73617339,0.69441874,5340,5086,0.95243446,5321,5245,0.98571697,5340,4963,0.92940075
20241112,5353,1486,3774,93,0.27760135,0.56051252,5341,4982,0.93278412,5322,5235,0.98365276,5341,5057,0.94682644
20241113,5353,2587,2610,156,0.4832804,0.55152796,5343,4941,0.92476137,5322,5242,0.98496806,5341,5045,0.94457967
20241114,5354,487,4850,17,0.09096003,0.4005754,5344,3909,0.73147455,5324,5217,0.97990233,5344,4946,0.92552395
20241115,5355,929,4367,59,0.17348273,0.35229958,5345,2483,0.4645463,5325,5193,0.97521127,5345,4309,0.80617399
20241118,5352,1165,4121,66,0.21767564,0.24860003,5342,1579,0.29558218,5323,5108,0.95960924,5342,3402,0.63684013
20241119,5355,4517,777,61,0.84351074,0.36178191,5344,2405,0.45003743,5325,5168,0.97051643,5344,3759,0.70340569
20241120,5359,4573,713,73,0.85333085,0.43579199,5349,3306,0.61805945,5328,5201,0.97616366,5347,4151,0.77632317
20241121,5359,2564,2646,149,0.47844747,0.51328948,5350,3241,0.60579439,5329,5194,0.97466692,5349,4274,0.79902786
20241122,5361,429,4918,14,0.08002238,0.49459741,5351,1510,0.28219024,5331,4979,0.93397111,5351,2827,0.52831246
20241125,5360,3734,1538,88,0.69664179,0.59039065,5352,2040,0.38116592,5330,4984,0.93508443,5350,2602,0.48635514
20241126,5360,1535,3708,117,0.2863806,0.47896462,5352,1726,0.32249626,5331,4928,0.92440443,5352,2965,0.55399851
20241127,5360,4330,915,115,0.80783582,0.46986561,5353,2101,0.39249019,5330,5020,0.94183865,5351,3384,0.63240516
20241128,5358,2530,2700,128,0.47219112,0.46861434,5351,2270,0.42421977,5329,4948,0.92850441,5351,3161,0.5907307
20241129,5364,4291,931,142,0.79996271,0.61260241,5355,2767,0.51671335,5334,5038,0.94450694,5355,4066,0.75929038
20241202,5362,4644,659,59,0.86609474,0.646493,5353,3565,0.66598169,5332,5106,0.9576144,5353,4066,0.75957407
20241203,5362,2448,2721,193,0.45654606,0.68052609,5353,3641,0.68017934,5332,5093,0.95517629,5353,3531,0.65963011
20241204,5362,981,4340,41,0.18295412,0.55554975,5354,2885,0.53884946,5333,5006,0.93868367,5352,3005,0.56147235
20241205,5366,3824,1407,135,0.71263511,0.60363855,5356,3377,0.63050784,5336,5008,0.93853073,5356,2625,0.49010456
20241206,5364,3636,1649,79,0.67785235,0.57921648,5355,3895,0.72735761,5334,5063,0.94919385,5354,2920,0.54538663
20241209,5362,2040,3217,105,0.38045505,0.48208854,5353,3733,0.69736596,5332,5024,0.94223556,5353,2358,0.44050065
20241210,5365,2891,2280,194,0.538863,0.49855193,5356,4086,0.76288275,5335,5062,0.94882849,5356,2653,0.49533234
20241211,5366,3854,1421,91,0.71822587,0.60560628,5356,4419,0.82505601,5335,5086,0.95332709,5356,2902,0.54182226
20241212,5367,3537,1717,113,0.65902739,0.59488473,5356,4594,0.85772965,5336,5120,0.95952024,5356,3823,0.71377894
20241213,5366,920,4411,35,0.17144987,0.49360424,5355,3744,0.69915966,5335,4873,0.91340206,5355,3815,0.7124183
20241216,5370,1768,3479,123,0.3292365,0.48336053,5360,3253,0.60690299,5340,4677,0.8758427,5359,4059,0.75741743
20241217,5367,554,4794,19,0.1032234,0.39623261,5358,1586,0.29600597,5337,4013,0.75192055,5357,2845,0.53108083
20241218,5369,2802,2358,209,0.52188489,0.35696441,5359,1772,0.3306587,5338,3966,0.7429749,5359,2375,0.4431797
20241219,5368,2422,2801,145,0.45119225,0.31539738,5359,1735,0.32375443,5338,3846,0.72049457,5358,2371,0.44251586
20241220,5373,3556,1664,153,0.66182766,0.41347294,5362,2102,0.3920179,5341,3947,0.73900019,5362,3721,0.69395748
20241223,5371,555,4796,20,0.10333271,0.36829218,5360,964,0.17985075,5339,2512,0.47050009,5360,2217,0.4136194
20241224,5371,3913,1346,112,0.72854217,0.49335594,5360,1229,0.22929104,5339,2692,0.50421427,5359,2693,0.50251913
20241225,5368,911,4400,57,0.16970939,0.42292084,5357,1019,0.19021841,5338,2026,0.3795429,5357,1858,0.34683592
20241226,5372,3649,1521,202,0.67926284,0.46853495,5362,1163,0.21689668,5341,2170,0.40629096,5360,2062,0.38470149
20241227,5370,3547,1731,92,0.66052142,0.46827371,5360,1303,0.24309701,5339,2413,0.4519573,5360,1896,0.35373134
20241230,5367,1322,3957,88,0.2463201,0.49687118,5356,1224,0.22852875,5336,2140,0.40104948,5356,1401,0.2615758
20241231,5370,705,4620,45,0.13128492,0.37741973,5360,794,0.14813433,5339,1587,0.29724668,5359,1013,0.1890278
20250102,5369,925,4384,60,0.17228534,0.37793492,5360,547,0.10205224,5337,1223,0.22915496,5358,935,0.17450541
20250103,5372,615,4727,30,0.1144825,0.26497886,5361,370,0.06901697,5339,810,0.1517138,5361,598,0.11154635
20250106,5370,2292,2933,145,0.42681564,0.2182377,5359,363,0.06773652,5338,720,0.13488198,5359,500,0.09330099
20250107,5373,4394,902,77,0.81779267,0.33253221,5362,518,0.09660574,5341,881,0.16495038,5362,609,0.11357702
20250108,5373,1978,3251,144,0.36813698,0.37990263,5363,617,0.11504755,5341,891,0.16682269,5362,579,0.1079821
20250109,5374,2729,2459,186,0.50781541,0.44700864,5365,680,0.12674744,5344,925,0.17309132,5364,524,0.09768829
20250110,5375,534,4803,38,0.09934884,0.44398191,5364,501,0.09340045,5343,708,0.13250983,5364,374,0.06972409
20250113,5374,3007,2181,186,0.55954596,0.47052797,5363,489,0.09118031,5342,659,0.12336204,5363,417,0.07775499
20250114,5377,5334,38,5,0.99200298,0.50537003,5366,1341,0.24990682,5345,1091,0.204116,5366,700,0.13045099
20250115,5379,1666,3555,158,0.309723,0.49368724,5367,1381,0.25731321,5345,1043,0.19513564,5366,895,0.16679091
20250116,5379,3368,1817,194,0.62613869,0.51735189,5367,1731,0.32252655,5347,1122,0.20983729,5367,916,0.17067263
20250117,5378,2620,2535,223,0.48716995,0.59491611,5368,1947,0.36270492,5347,1131,0.21152048,5366,910,0.16958628
20250120,5377,3618,1587,172,0.67286591,0.6175801,5367,2765,0.51518539,5346,1285,0.24036663,5367,907,0.16899571
20250121,5379,1985,3258,136,0.3690277,0.49298505,5370,2680,0.4990689,5350,1333,0.24915888,5369,1478,0.27528404
20250122,5383,1032,4262,89,0.19171466,0.46938338,5372,2187,0.40711095,5352,1176,0.21973094,5372,1122,0.20886076
20250123,5384,2334,2796,254,0.43350669,0.43085698,5373,2295,0.42713568,5354,1154,0.21553978,5372,1476,0.274758
20250124,5381,3957,1226,198,0.73536517,0.48049603,5370,3049,0.56778399,5351,1300,0.24294524,5370,1448,0.26964618
20250127,5382,1816,3423,143,0.33742103,0.41340705,5370,2863,0.53314711,5350,1165,0.21775701,5369,1159,0.21586888
20250205,5384,3433,1851,100,0.63763001,0.46712751,5372,3304,0.61504095,5352,1227,0.22926009,5372,1522,0.28332092
20250206,5385,4802,471,112,0.8917363,0.60713184,5373,4203,0.78224456,5352,1665,0.31109865,5372,2781,0.51768429
20250207,5386,4170,1088,128,0.77422948,0.6752764,5376,4613,0.85807292,5355,1944,0.36302521,5374,3822,0.71120208
20250210,5387,4147,1110,130,0.76981622,0.68216661,5377,4813,0.8951088,5356,2402,0.44846901,5377,4619,0.8590292
20250211,5386,1834,3419,133,0.34051244,0.68278489,5376,4708,0.87574405,5356,2428,0.45332338,5376,4564,0.84895833
20250212,5386,3561,1568,257,0.66115856,0.6874906,5376,4785,0.89006696,5356,2686,0.50149365,5376,4535,0.84356399
20250213,5387,1152,4112,123,0.21384815,0.55191297,5377,4566,0.8491724,5357,2336,0.43606496,5377,4466,0.83057467
20250214,5386,2400,2800,186,0.4455997,0.48618702,5378,4356,0.80996653,5356,2389,0.44604182,5376,4494,0.8359375
20250217,5389,3675,1604,110,0.6819447,0.46861271,5381,4475,0.83162981,5359,2714,0.50643777,5381,4879,0.90670879
20250218,5388,731,4626,31,0.13567186,0.4276446,5380,3192,0.59330855,5358,2069,0.38615155,5380,4663,0.86672862
20250219,5388,4645,591,152,0.86210097,0.46783308,5382,3991,0.74154589,5359,2598,0.48479194,5380,4178,0.77657993
20250220,5387,3377,1842,168,0.62687952,0.55043935,5381,4139,0.76918788,5359,2919,0.54469117,5381,4359,0.81007248
20250221,5389,2872,2352,165,0.53293747,0.5679069,5383,4113,0.76407208,5361,3039,0.56687185,5383,4188,0.77800483
20250224,5386,2778,2468,140,0.51578166,0.53467429,5380,4234,0.78698885,5359,3202,0.59749953,5380,4309,0.80092937
20250225,5384,1537,3735,112,0.28547548,0.56463502,5378,3837,0.71346225,5357,3031,0.56580175,5378,3934,0.7314987
20250226,5385,4250,1054,81,0.78922934,0.55006069,5381,4261,0.79186025,5358,3399,0.6343785,5379,4311,0.80145008
20250227,5383,2133,3095,155,0.39624745,0.50393428,5380,4209,0.78234201,5357,3413,0.63711032,5379,4539,0.84383714
20250228,5383,570,4773,40,0.10588891,0.41852457,5380,2439,0.45334572,5357,2581,0.48179951,5380,4084,0.75910781
20250303,5381,3223,1966,192,0.5989593,0.4351601,5379,2597,0.4828035,5356,2753,0.51400299,5377,4004,0.74465315
20250304,5383,4050,1172,161,0.75236857,0.52853871,5379,3204,0.59564975,5356,3170,0.5918596,5379,4299,0.79921919
20250305,5382,2358,2884,140,0.43812709,0.45831826,5379,2956,0.54954453,5355,3146,0.58748833,5378,4228,0.78616586
20250306,5380,4275,974,131,0.79460967,0.53799071,5377,3652,0.67918914,5354,3537,0.66062757,5377,4195,0.78017482
20250307,5381,1714,3556,111,0.31852815,0.58051856,5378,3178,0.59092599,5357,3405,0.63561695,5378,3669,0.68222388
20250310,5381,3279,1953,149,0.60936629,0.58259995,5378,3422,0.63629602,5357,3570,0.66641777,5378,3375,0.62755671
20250311,5384,2881,2282,221,0.53510401,0.53914704,5379,3515,0.65346719,5358,3689,0.68850317,5379,3650,0.67856479
20250312,5383,2627,2560,196,0.48801783,0.54912519,5378,3677,0.68371142,5357,3810,0.71121897,5378,3501,0.6509855
20250313,5385,1494,3777,114,0.27743733,0.44569072,5380,3008,0.55910781,5360,3632,0.67761194,5380,3517,0.65371747
20250314,5385,4495,790,100,0.83472609,0.54893031,5380,3927,0.72992565,5361,4189,0.78138407,5380,3961,0.73624535
20250317,5380,3146,2062,172,0.58475836,0.54400873,5375,4125,0.76744186,5356,4346,0.81142644,5375,3833,0.71311628
20250318,5387,2985,2199,203,0.55411175,0.54781027,5381,4217,0.78368333,5362,4422,0.82469228,5381,4501,0.83646162
20250319,5384,1493,3755,136,0.27730312,0.50566733,5377,3855,0.71694253,5358,4365,0.81466965,5377,4017,0.74707086
20250320,5386,1980,3222,184,0.36761975,0.52370382,5378,3535,0.65730755,5360,4321,0.80615672,5378,3745,0.69635552
20250321,5387,996,4289,102,0.18488955,0.39373651,5378,2658,0.49423578,5360,3939,0.73488806,5378,3128,0.58162886
20250324,5387,1460,3854,73,0.27102283,0.3309894,5377,1902,0.35372885,5361,3380,0.63047939,5377,2573,0.47851962
20250325,5390,2502,2741,147,0.46419295,0.31300564,5379,1938,0.36029002,5363,3401,0.63415999,5379,2757,0.5125488
20250326,5391,3548,1669,174,0.65813393,0.3891718,5380,2287,0.42509294,5365,3677,0.68536813,5380,2652,0.4929368
20250327,5392,1903,3364,125,0.35293027,0.38623391,5379,2144,0.3985871,5364,3589,0.66909023,5379,2569,0.47759807
20250328,5391,942,4352,97,0.17473567,0.38420313,5378,1505,0.27984381,5363,3100,0.57803468,5377,2887,0.5369165
20250331,5393,1295,4027,71,0.24012609,0.37802378,5382,1022,0.18989223,5365,2577,0.48033551,5380,2271,0.42211896
20250401,5392,3854,1406,132,0.71476261,0.42813771,5381,1513,0.2811745,5365,3035,0.56570363,5381,2346,0.43597844
20250402,5394,2758,2430,206,0.51130886,0.3987727,5382,1512,0.28093645,5366,3081,0.5741707,5382,2372,0.44072835
20250403,5393,2075,3157,161,0.38475802,0.40513825,5381,1433,0.26630738,5366,2912,0.54267611,5381,1980,0.36796135
20250407,5391,106,5284,1,0.0196624,0.3741236,5379,278,0.05168247,5366,609,0.11349236,5379,530,0.09853133
20250408,5392,3299,2048,45,0.61183234,0.44846485,5381,441,0.08195503,5366,757,0.14107343,5379,642,0.11935304
20250409,5395,4529,780,86,0.839481,0.47340853,5383,630,0.11703511,5368,1021,0.19020119,5383,758,0.14081367
20250410,5395,4950,386,59,0.91751622,0.55465,5383,847,0.1573472,5368,1278,0.2380775,5383,930,0.17276612
20250411,5394,3292,1913,189,0.61030775,0.59975994,5381,925,0.17190113,5366,1383,0.25773388,5381,990,0.18398067
20250414,5393,4552,757,84,0.84405711,0.76463888,5380,1229,0.22843866,5367,1625,0.30277623,5380,978,0.18178439
20250415,5391,2419,2814,158,0.44871081,0.73201458,5378,1326,0.24656006,5364,1636,0.30499627,5377,889,0.16533383
20250416,5395,1010,4314,71,0.18721038,0.60156045,5382,1228,0.22816797,5367,1471,0.27408236,5381,845,0.15703401
20250417,5395,3127,2039,229,0.57961075,0.53397936,5382,1446,0.26867336,5368,1574,0.29321908,5381,952,0.17691879
20250418,5394,2392,2741,261,0.44345569,0.50060895,5382,1456,0.2705314,5367,1504,0.28023104,5381,923,0.17152946
20250421,5394,4363,875,156,0.8088617,0.49356987,5383,2051,0.3810143,5367,1733,0.3228992,5382,1247,0.23169825
20250422,5392,2532,2671,189,0.46958457,0.49774462,5382,2292,0.42586399,5365,1810,0.33737185,5381,1474,0.27392678
20250423,5394,3185,2050,159,0.59047089,0.57839672,5384,2764,0.51337296,5367,1863,0.3471213,5384,1416,0.26300149
20250424,5394,1545,3694,155,0.28642937,0.51976044,5384,2447,0.4544948,5367,1734,0.32308552,5382,1207,0.22426607
20250425,5393,2832,2371,190,0.52512516,0.53609434,5383,2814,0.52275683,5366,1772,0.33022736,5382,1281,0.23801561
20250428,5387,1216,4110,61,0.22572861,0.41946772,5377,2237,0.41603124,5360,1476,0.27537313,5377,1281,0.23823694
20250429,5361,3557,1674,130,0.66349562,0.45824993,5351,2833,0.52943375,5336,1626,0.30472264,5351,1697,0.31713698
20250430,5360,3443,1770,147,0.64235075,0.4686259,5351,3365,0.62885442,5335,1756,0.32914714,5350,1591,0.29738318
20250506,5386,4962,379,45,0.92127739,0.5955955,5377,4315,0.8024921,5362,2368,0.44162626,5377,2118,0.39389994
20250507,5388,3293,1891,204,0.61117298,0.61280507,5379,4564,0.84848485,5364,2566,0.47837435,5379,2425,0.45082729
20250508,5389,3839,1367,183,0.71237706,0.71013476,5381,4582,0.85151459,5365,2855,0.53215284,5380,5033,0.93550186
20250509,5389,1213,4063,113,0.22508814,0.62245326,5382,4252,0.79004088,5365,2602,0.48499534,5381,4826,0.89685932
20250512,5389,4112,1101,176,0.76303581,0.64659028,5382,4408,0.81902638,5365,2902,0.54091333,5382,4706,0.87439614
20250513,5391,1941,3234,216,0.36004452,0.5343437,5384,4387,0.81482169,5366,2841,0.52944465,5383,4474,0.83113505
20250514,5391,2328,2816,247,0.43183083,0.49847527,5384,4401,0.81742199,5366,2853,0.53168095,5384,4431,0.82299406
20250515,5390,1407,3856,127,0.26103896,0.40820765,5384,3979,0.7390416,5365,2605,0.48555452,5383,3946,0.73304849
20250516,5391,3002,2187,202,0.55685402,0.47456083,5384,3952,0.73402675,5364,2722,0.50745712,5383,4010,0.74493777
20250519,5388,3564,1692,132,0.66146993,0.45424765,5380,4135,0.76858736,5359,2959,0.55215525,5379,4323,0.80368098
20250520,5394,3837,1380,177,0.71134594,0.52450794,5386,4388,0.81470479,5365,3221,0.60037279,5386,4402,0.81730412
20250521,5390,1615,3604,171,0.29962894,0.49806756,5382,4143,0.76978818,5361,3097,0.57769073,5382,4416,0.82051282
20250522,5386,887,4451,48,0.16468622,0.47879701,5378,3240,0.60245444,5357,2697,0.50345343,5378,3718,0.69133507
20250523,5388,1107,4204,77,0.20545657,0.40851752,5380,2450,0.45539033,5359,2401,0.44803135,5380,3407,0.63327138
20250526,5385,3797,1432,156,0.70510678,0.41724489,5379,2927,0.54415319,5356,2651,0.49495892,5377,3549,0.66003348
20250527,5385,2637,2576,172,0.48969359,0.37291442,5380,2866,0.53271375,5356,2725,0.50877521,5379,3794,0.70533556
20250528,5383,1751,3480,152,0.3252833,0.37804529,5378,2525,0.46950539,5354,2640,0.49308928,5378,3613,0.67181108
20250529,5386,4472,831,83,0.83030078,0.5111682,5380,3338,0.6204461,5357,3093,0.5773754,5380,4314,0.80185874
20250530,5384,1116,4163,105,0.20728083,0.51153306,5378,2455,0.4564894,5357,2752,0.51372037,5378,4009,0.7454444
20250603,5380,3390,1783,207,0.63011152,0.49653401,5374,2691,0.50074432,5353,2934,0.54810387,5374,3968,0.73836993
20250604,5386,3964,1238,184,0.73598218,0.54579172,5380,3141,0.583829,5359,3172,0.59190147,5380,3484,0.64758364
20250605,5388,2677,2541,170,0.49684484,0.58010403,5380,3326,0.61821561,5359,3312,0.61802575,5380,3391,0.6302974
20250606,5391,2601,2604,186,0.48247078,0.51053803,5383,3405,0.63254691,5362,3388,0.63185379,5383,3152,0.58554709
20250609,5387,4121,1094,172,0.76498979,0.62207982,5379,3911,0.72708682,5360,3690,0.68843284,5379,3793,0.70514966
20250610,5395,1263,4035,97,0.23410565,0.54287865,5387,3295,0.61165769,5367,3422,0.63760015,5386,3042,0.56479762
20250611,5398,3415,1738,245,0.63264172,0.52221056,5389,3689,0.68454259,5369,3657,0.68113243,5389,3347,0.62107998
20250612,5398,2327,2868,203,0.43108559,0.50905871,5388,3566,0.66184113,5368,3651,0.68014158,5388,3233,0.60003712
20250613,5398,849,4477,72,0.15728047,0.44402064,5390,2410,0.4471243,5368,3176,0.59165425,5388,3017,0.55994803
20250616,5400,3559,1641,200,0.65907407,0.4228375,5394,2755,0.51075269,5371,3372,0.62781605,5392,3160,0.58605341
20250617,5406,2250,2921,235,0.41620422,0.45925721,5400,2709,0.50166667,5378,3442,0.64001488,5400,2874,0.53222222
20250618,5406,1813,3479,114,0.33536811,0.39980249,5400,2389,0.44240741,5379,3346,0.62204871,5400,2369,0.4387037
20250619,5405,716,4646,43,0.13246994,0.34007936,5399,1581,0.29283201,5379,2700,0.50195204,5399,1937,0.35877014
20250620,5407,1542,3647,218,0.28518587,0.36566044,5399,1344,0.24893499,5380,2531,0.4704461,5399,2073,0.38395999
20250623,5402,4446,844,112,0.82302851,0.39845133,5394,1843,0.34167594,5376,3044,0.56622024,5394,3052,0.56581387
20250624,5406,4771,578,57,0.88253792,0.49171807,5398,3068,0.56835865,5380,3741,0.69535316,5398,3477,0.64412745
20250625,5407,3919,1284,204,0.72480118,0.56960468,5399,3544,0.65641786,5383,4071,0.75626974,5399,3721,0.6892017
20250626,5410,1621,3609,180,0.29963031,0.60303676,5402,3293,0.60958904,5386,3934,0.73041218,5401,3659,0.67746714
20250627,5405,3381,1772,252,0.62553191,0.67110597,5397,3568,0.66110802,5381,4085,0.75915257,5397,3357,0.62201223
20250630,5405,4056,1127,222,0.75041628,0.65658352,5397,3994,0.74004076,5381,4358,0.80988664,5397,4010,0.74300537
20250701,5404,2629,2545,230,0.48649149,0.57737424,5395,4187,0.77608897,5380,4401,0.81802974,5395,3965,0.73493976
20250702,5403,1945,3284,174,0.35998519,0.50441104,5396,3998,0.7409192,5379,4318,0.80275144,5394,3669,0.68020022
20250703,5403,3271,1866,266,0.6054044,0.56556586,5396,4187,0.77594514,5379,4406,0.81911136,5396,3737,0.69255004
20250704,5405,1169,4120,116,0.21628122,0.48371572,5398,3620,0.67061875,5382,4165,0.77387588,5398,3432,0.63579103
20250707,5403,3255,1978,170,0.60244309,0.45412108,5397,3790,0.70224199,5381,4175,0.77587809,5396,3245,0.60137139
20250708,5403,4283,981,139,0.79270775,0.51536433,5397,4336,0.8034093,5380,4421,0.82174721,5396,3828,0.70941438
20250709,5406,1856,3327,223,0.34332223,0.51203174,5401,4175,0.773005,5384,4332,0.80460624,5400,3566,0.66037037
20250710,5406,2947,2279,180,0.54513504,0.49997787,5400,4195,0.77685185,5383,4339,0.8060561,5400,3684,0.68222222
20250711,5409,2960,2206,243,0.54723609,0.56616884,5403,4319,0.79937072,5387,4469,0.82958975,5403,4333,0.80196187
20250714,5408,3179,2064,165,0.58783284,0.56324679,5402,4360,0.80710848,5387,4521,0.83924262,5402,4277,0.7917438
20250715,5408,1332,4017,59,0.24630178,0.45396559,5402,3742,0.69270641,5388,4270,0.79250186,5402,4028,0.74564976
20250716,5407,3278,1929,200,0.60625116,0.50655138,5400,3922,0.7262963,5386,4406,0.81804679,5400,4292,0.79481481
20250717,5407,3536,1611,260,0.65396708,0.52831779,5402,4156,0.76934469,5386,4527,0.84051244,5400,4723,0.87462963
20250718,5406,2603,2567,236,0.48150203,0.51517098,5401,4048,0.74949084,5385,4544,0.84382544,5401,4852,0.89835216
20250721,5404,4005,1291,108,0.74111769,0.54582795,5399,4384,0.81200222,5383,4761,0.88445105,5399,4796,0.88831265
20250722,5402,2540,2724,138,0.47019622,0.59060684,5397,4263,0.78988327,5383,4733,0.87924949,5397,4520,0.83750232
20250723,5406,1271,4027,108,0.23510914,0.51637843,5400,3808,0.70518519,5386,4575,0.84942443,5399,4135,0.76588257
20250724,5405,4391,914,100,0.81239593,0.5480642,5399,4219,0.78144101,5385,4754,0.88282266,5399,4406,0.81607705
20250725,5407,2533,2726,148,0.4684668,0.54545716,5401,4234,0.7839289,5387,4742,0.88026731,5401,4413,0.81707091
20250728,5408,2781,2438,189,0.51423817,0.50008125,5403,4291,0.79418841,5388,4707,0.87360802,5402,4181,0.7739726
20250729,5412,2240,3002,170,0.41389505,0.48882102,5407,4082,0.75494729,5392,4614,0.85571217,5407,4087,0.75587202
20250730,5412,1713,3559,140,0.31651885,0.50510296,5406,3693,0.68312986,5391,4492,0.83324059,5406,4103,0.75897151
20250731,5409,1061,4287,61,0.19615456,0.38185468,5402,2618,0.48463532,5387,4071,0.75570819,5402,3548,0.65679378
